episode,reward, average reward, 100-episode running mean reward
638,91.8208,-24.0803,111.8197
639,174.6627,-23.7693,112.2978
640,169.3586,-23.4675,112.8557
641,125.1817,-23.2356,113.133
642,93.2414,-23.0542,112.9151
643,121.5674,-22.8293,113.721
644,117.6065,-22.6112,113.5034
645,151.6424,-22.3411,113.8924
646,116.6499,-22.1259,114.3091
647,137.5322,-21.8791,114.4491
648,80.4103,-21.7213,113.7624
649,113.7307,-21.5126,113.3142
650,93.9204,-21.335,113.034
651,180.5419,-21.0249,113.8114
652,166.3505,-20.7375,113.908
653,51.6241,-20.6267,112.8874
654,139.189,-20.3823,112.7357
655,148.2923,-20.1248,112.7174
656,135.7738,-19.8872,112.6113
657,164.702,-19.6062,113.9632
658,132.802,-19.3746,113.9563
659,112.3603,-19.1747,115.3511
660,139.6726,-18.934,115.2045
661,152.4454,-18.6747,115.0401
662,117.3385,-18.4693,114.6536
663,147.927,-18.2183,114.8307
664,170.3684,-17.9343,116.5314
665,118.2771,-17.7294,117.5999
666,150.1878,-17.4773,117.4988
667,150.4572,-17.2255,117.6768
668,129.8223,-17.0054,118.7721
669,123.4803,-16.7954,120.2899
670,176.296,-16.5072,120.4072
671,128.8009,-16.2907,120.2543
672,127.3935,-16.0768,120.8659
673,113.3711,-15.8845,120.3495
674,30.8513,-15.8152,120.6039
675,22.1674,-15.7589,119.0975
676,71.2932,-15.6301,118.5461
677,125.4638,-15.4217,118.4335
678,134.641,-15.2004,118.5331
679,188.6241,-14.9002,118.6937
680,173.5457,-14.6231,119.0071
681,242.9201,-14.2449,120.076
682,143.4709,-14.0136,120.2634
683,26.6774,-13.954,119.3743
684,150.3861,-13.7138,119.234
685,298.4674,-13.258,121.0414
686,166.8545,-12.9955,122.8172
687,123.6901,-12.7965,122.5123
688,122.1975,-12.6003,122.0293
689,168.2026,-12.3379,123.1801
690,170.3216,-12.0732,123.0495
691,65.1835,-11.9614,123.7084
692,130.3467,-11.7557,123.0915
693,68.0781,-11.6405,123.2866
694,147.6383,-11.411,123.1868
695,-9.936,-11.4089,121.2629
696,170.2408,-11.1479,121.6837
697,74.4798,-11.0251,121.2133
698,100.6741,-10.865,121.6172
699,166.5082,-10.6113,122.1064
700,4.1904,-10.5901,120.8488
701,146.975,-10.3654,120.5618
702,125.6797,-10.1716,119.9785
703,128.5495,-9.9742,119.9895
704,180.1719,-9.7041,121.5432
705,191.6583,-9.4185,122.2038
706,153.2675,-9.1881,122.261
707,150.6535,-8.962,122.209
708,93.1949,-8.8177,123.5881
709,201.2251,-8.5215,124.4893
710,159.5961,-8.2847,124.8237
711,105.9854,-8.124,124.5828
712,87.7536,-7.9893,123.8984
713,51.0367,-7.9065,122.9734
714,137.8677,-7.7023,122.9682
715,175.7173,-7.4458,123.387
716,145.0291,-7.2329,125.2132
717,124.0036,-7.0498,125.2843
718,158.4756,-6.8193,127.355
719,194.988,-6.5386,128.626
720,171.6949,-6.2911,129.1171
721,173.498,-6.0417,130.6474
722,142.9698,-5.8353,131.7171
723,157.1733,-5.6099,131.6757
724,28.9693,-5.5621,130.5718
725,176.4797,-5.311,131.0547
726,119.3013,-5.1394,131.7643
727,273.4468,-4.7562,132.6902
728,141.7914,-4.5549,132.5807
729,37.7557,-4.4968,131.7531
730,70.6918,-4.3938,130.535
731,238.8785,-4.061,132.4326
732,157.88,-3.8398,132.1667
733,158.1918,-3.6187,132.1559
734,148.8545,-3.411,132.4491
735,27.2546,-3.3693,131.5527
736,152.0849,-3.1581,132.9966
737,155.1638,-2.9433,132.8589
738,184.3196,-2.6895,133.7839
739,129.7578,-2.5103,133.3348
740,114.9682,-2.3515,132.7909
741,179.435,-2.1062,133.3334
742,166.5461,-1.8789,134.0665
