episode,reward, average reward, 100-episode running mean reward
594,-126.3385,-37.4924,86.0531
595,135.3466,-37.2019,87.1961
596,136.5271,-36.9104,87.9731
597,54.5678,-36.7572,87.6493
598,73.5233,-36.5727,88.0956
599,20.6204,-36.4773,88.0431
600,-14.6163,-36.4408,86.329
601,128.5485,-36.1663,86.4587
602,-15.555,-36.1321,84.7075
603,156.4795,-35.8126,84.8654
604,132.6813,-35.5337,84.8439
605,134.2629,-35.253,85.2679
606,118.4322,-34.9994,86.1321
607,162.4195,-34.6742,87.7157
608,115.0452,-34.4279,88.3384
609,159.0171,-34.1103,90.3583
610,28.8221,-34.0071,90.0739
611,-4.483,-33.9588,88.5467
612,116.0025,-33.7138,89.9567
613,43.4836,-33.5878,88.6547
614,93.4954,-33.3809,88.2169
615,128.7859,-33.1172,87.6716
616,-39.7324,-33.1279,86.4165
617,178.81,-32.7844,88.412
618,-48.3804,-32.8096,86.8603
619,-53.9267,-32.8438,84.4653
620,108.3496,-32.616,84.2144
621,152.5615,-32.3178,84.4403
622,33.5925,-32.2119,83.8865
623,-23.8881,-32.1985,81.9713
624,3.0622,-32.142,80.696
625,111.2449,-31.9126,81.2486
626,28.6526,-31.8158,80.3604
627,39.4942,-31.7021,79.3242
628,114.4039,-31.4695,80.2795
629,4.527,-31.4122,79.3058
630,3.2962,-31.3571,77.9608
631,68.3832,-31.1991,77.9162
632,84.0197,-31.0168,77.5744
633,49.0971,-30.8902,78.4126
634,-12.2293,-30.8608,76.8268
635,52.9072,-30.7288,77.2966
636,142.011,-30.4572,77.9761
637,48.2106,-30.3337,77.5977
638,228.8901,-29.9274,79.7849
639,102.4486,-29.7203,79.5926
640,132.5322,-29.4668,79.5155
641,207.7243,-29.0967,79.6124
642,134.4035,-28.842,80.2927
643,243.5012,-28.4185,82.1497
644,176.0364,-28.101,83.192
645,116.9358,-27.8762,83.2114
646,129.225,-27.633,83.2149
647,120.0626,-27.4047,84.0638
648,179.6425,-27.0852,85.3696
649,21.3345,-27.0106,84.2411
650,169.4353,-26.7083,84.2088
651,118.0596,-26.486,85.4452
652,36.548,-26.3893,84.3342
653,151.055,-26.1175,85.3617
654,247.4363,-25.6993,87.1155
655,109.817,-25.4924,87.2366
656,156.5809,-25.2148,88.2965
657,-17.7506,-25.2035,87.3928
658,167.0904,-24.9112,86.4984
659,111.2448,-24.7046,86.0234
660,144.301,-24.4485,87.7744
661,126.3734,-24.2204,87.757
662,166.0887,-23.9329,89.0939
663,121.3648,-23.7137,90.7742
664,40.979,-23.6163,90.252
665,220.9737,-23.2485,91.3901
666,224.7906,-22.8761,92.5653
667,42.0698,-22.7787,93.1286
668,13.3873,-22.7246,92.1646
669,-4.6238,-22.6975,90.9007
670,150.1082,-22.4396,91.2652
671,5.4117,-22.3981,90.5323
672,-31.9763,-22.4123,89.091
673,92.1491,-22.2421,88.7759
674,138.5182,-22.0036,88.8023
675,179.7364,-21.7047,90.8185
676,137.5336,-21.4692,90.7742
677,129.5515,-21.2461,91.736
678,79.3811,-21.0977,90.9686
679,122.1603,-20.8867,92.0913
680,95.0439,-20.7162,91.6463
681,51.1566,-20.6107,91.8957
682,217.5876,-20.2614,92.7193
683,36.2989,-20.1786,93.0231
684,31.6507,-20.1028,92.9208
685,160.9928,-19.8384,95.8379
686,161.5254,-19.5741,95.9623
687,28.6793,-19.5038,95.0468
688,-25.9603,-19.5132,92.8779
689,118.0598,-19.3135,92.5334
690,66.4513,-19.1892,91.6151
691,6.9173,-19.1515,90.4257
692,65.1488,-19.0296,90.9508
693,157.1973,-18.7753,91.3282
694,156.04,-18.5234,94.1519
695,-2.2264,-18.5,92.7762
696,116.2184,-18.3064,92.5731
697,43.527,-18.2177,92.4627
698,167.8276,-17.9512,93.4058
699,152.6764,-17.7071,94.7263
700,171.9794,-17.4361,96.5923
701,99.9538,-17.2686,96.3063
702,22.241,-17.2124,96.6843
703,169.4912,-16.9468,96.8144
704,56.4743,-16.8425,96.0523
705,157.7662,-16.5948,96.2874
706,32.4908,-16.5253,95.428
707,203.945,-16.2134,95.8432
708,127.0207,-16.0111,95.963
709,131.8211,-15.8026,95.691
710,52.1344,-15.7069,95.9241
711,187.3717,-15.4213,97.8427
712,123.5381,-15.2262,97.918
713,131.998,-15.0197,98.8032
714,197.9232,-14.7214,99.8475
715,102.9093,-14.5569,99.5887
716,129.7771,-14.3553,101.2838
717,38.6297,-14.2814,99.882
718,153.8557,-14.0473,101.9043
719,171.012,-13.7899,104.1537
720,132.9258,-13.5861,104.3995
721,246.4561,-13.2254,105.3384
722,148.2835,-13.0017,106.4853
723,-17.4429,-13.0079,106.5498
724,123.6812,-12.8191,107.756
725,39.3492,-12.7471,107.037
726,176.2989,-12.4867,108.5135
727,48.1872,-12.4033,108.6004
728,130.1163,-12.2075,108.7575
729,161.4621,-11.9693,110.3269
730,123.7182,-11.7834,111.5311
731,11.1035,-11.7521,110.9583
732,132.2568,-11.5554,111.4407
733,165.7486,-11.3135,112.6072
734,30.0846,-11.2571,113.0303
735,190.6689,-10.9823,114.408
736,99.2635,-10.8325,113.9805
737,155.2845,-10.6072,115.0512
738,-20.1063,-10.62,112.5613
739,10.2333,-10.5918,111.6391
