episode,reward, average reward, 100-episode running mean reward
390,113.67142151973403,-94.89401121509427,-30.62424192415215
391,5.080392688919713,-94.63832220255203,-29.945591436108057
392,-100.76854430354292,-94.65396052423823,-30.24912374665626
393,226.80353922400548,-93.83600250961166,-27.734968755520644
394,42.39840447634242,-93.49022990304833,-26.664471590027162
395,-12.2469224380272,-93.2845506436432,-26.403395935840035
396,-23.23071299284908,-93.10764701321192,-25.899687739285895
397,-63.61052648433485,-93.0333469615019,-26.617561423374855
398,-24.684652780773295,-92.86161657411313,-25.98649916565303
399,-9.880952432054405,-92.65364498478466,-25.697642209523146
400,-42.64361969472115,-92.5286199215595,-25.75157176997631
401,202.46890025384778,-91.79296525778044,-22.816280688711633
402,-1.323329947484804,-91.56791641372496,-22.430119285133763
403,39.5675814944097,-91.24251815588839,-21.643493201436346
404,3.6864046199470706,-91.00754557476009,-21.35651750882867
405,-34.447587394123964,-90.86789135703013,-21.5153735476008
406,-42.11843184240264,-90.74781879664928,-21.804014838817384
407,80.45468414244029,-90.32717382628296,-20.616328085735724
408,192.71771175978196,-89.63343636161125,-18.353890894834887
409,14.802052417995096,-89.37809286826257,-17.781452993370323
410,195.26504101025546,-88.6838413222174,-15.28746036199696
411,-18.23539665166394,-88.51243391425986,-15.319855356906492
412,-30.15731206146927,-88.37079526898609,-15.667640041664681
413,35.209445933624394,-88.07156950336233,-15.19965365110098
414,23.930815706244516,-87.80103234102027,-14.572757352315234
415,-23.25086009222612,-87.64548975728825,-14.509897393594851
416,-2.251018446968576,-87.44021458586923,-14.417507870141705
417,-15.769091747016018,-87.26834138961298,-13.45469482603371
418,-5.782849212538474,-87.07340002076829,-12.969226833540121
419,-14.254528896195128,-86.8996079655784,-12.794095119467135
420,28.488656335489086,-86.6248740029568,-12.227488444844282
421,-38.634913198052956,-86.51088359724444,-12.05077895559058
422,-21.698536306424916,-86.3572998358918,-11.602780985847248
423,40.61701793296904,-86.05712414376681,-10.615162262407562
424,-19.500978744339932,-85.90015210273043,-10.753420179805744
425,257.3101161693031,-85.09259853032565,-7.828709540638628
426,156.79762424509522,-84.52478110597019,-4.838485009360289
427,-40.85859688285234,-84.42251837945237,-4.356313892538932
428,2.6983195637901307,-84.2189650197719,-3.598304062948635
429,-26.36220695439712,-84.08410078185726,-3.4790562860345746
430,-6.8710569207281385,-83.90453556357558,-3.117725870181246
431,11.780307696003018,-83.6825289666856,-3.0445207545982713
432,0.5047834467031613,-83.48765092869164,-2.8957629114776795
433,4.480896379575455,-83.28449031135153,-2.4689885711237967
434,8.82784850782108,-83.07224989932578,-1.8587079126121488
435,-7.67003724016621,-82.89891147941967,-1.745435573723539
436,-17.19664541541446,-82.74821820863068,-1.6763240333309701
437,0.5681710655991037,-82.5575628556004,-1.5120945533597823
438,129.5905990564316,-82.07320632155466,0.35277724327003823
439,17.21059960108225,-81.84704731034137,0.4573547422152406
440,-38.14222270131119,-81.74771816350265,0.3329874362700325
441,-1.3654580041624624,-81.56544546472864,0.8757093278035719
442,-7.788708483759122,-81.39852977020156,1.3246741587881947
443,-1.5057049278015424,-81.21818479313069,1.6468324184178846
444,-33.22652034480973,-81.11009545878763,2.090258582893324
445,0.27323488537998974,-80.92721157037376,2.095493392660031
446,-13.693677577352085,-80.77646373630868,2.193200084955485
447,18.243623446779146,-80.5549422884718,2.8618366630169443
448,174.24850271515206,-79.98618459873157,5.075006939487903
449,150.50594696995012,-79.47283909412425,6.5439972283441055
450,-15.869238732452317,-79.33149775998722,6.9699297590561295
451,-36.39938104917903,-79.2363045965486,6.319712078750334
452,-51.369519204826844,-79.17465241647842,6.337281468730871
453,-8.894873305241859,-79.01950941623288,7.163641773613529
454,-45.42672457786895,-78.9455164980867,6.835684893087381
455,195.26779209533973,-78.34284988579344,8.646258210772857
456,-10.880401025291278,-78.19490591899411,9.491800180649538
457,-4.4356974831378935,-78.03350721344519,9.619407237346204
458,55.406799389994646,-77.74215283221497,10.165756408083183
459,125.92440550274551,-77.2984348401998,11.435075272830685
460,35.723767892701495,-77.0527343994761,11.807049987923287
461,-57.748776749753716,-77.01086030479125,11.52377271387038
462,135.87870832134496,-76.55006037270005,13.11836867169486
463,212.5600515188474,-75.92563248524529,15.540878167798715
464,167.68495633729367,-75.40060966450707,17.69345608889841
465,-31.450013981636264,-75.30609225443638,17.775230318122905
466,-31.175296312848694,-75.21139097559177,17.723039534161884
467,-22.892177941601812,-75.09935839950185,17.556836186491115
468,-6.043317114686076,-74.95180275573087,18.10145789830715
469,-12.498935366921145,-74.81864099157563,18.254715208888566
470,-26.04385110799653,-74.71486484288717,17.68509596911409
471,-4.167210566260489,-74.56508213741662,17.26935333493287
472,13.238169588925647,-74.37905829901335,17.575734135909094
473,-23.91136636353449,-74.27236127589394,17.06591918299356
474,-13.1939588170684,-74.14350388674032,17.294701438568005
475,-57.67119527543343,-74.10882534229546,16.15202609104243
476,41.44417042806193,-73.86606694781992,17.677450406247978
477,-153.2165327541989,-74.03242012561107,17.86290967427093
478,-69.38312430307298,-74.02269356531286,16.3864192247002
479,107.42257330196381,-73.6438934257152,17.758738022180204
480,-43.58226043128563,-73.58126502364347,17.583528786962617
481,9.545063363619859,-73.40844521410654,18.000668487712645
482,19.08761244298848,-73.21654467954825,18.40392123487365
483,115.92865793415334,-72.82493970519276,18.491638973996192
484,-45.013140055358704,-72.76747730922204,18.46610702084274
